Titre,Prix_Actuel,Ancien_Prix,Discount,Rating,Image_URL,Source,Date_Collecte,Prix_Actuel_Clean,Ancien_Prix_Clean,Reduction_Reelle,Rating_Clean,Marque,CPU,Generation_CPU,RAM_GB,Stockage_GB,Type_Stockage,Etat_Produit,Taux_Completude,Gamme,CPU_Marque,CPU_Serie,CPU_Modele,CPU_Generation_Detectee,RAM_Type,RAM_Frequence,Stockage_SSD_GB,Stockage_HDD_GB,Stockage_NVMe,Stockage_Total_GB,Ecran_Taille,Ecran_Resolution_Width,Ecran_Resolution_Height,Ecran_Type,Ecran_Tactile,GPU_Marque,GPU_Serie,GPU_Modele,WiFi_Version,Bluetooth_Version,USB_Type,Batterie_Capacite,Batterie_Autonomie,Sentiment_BERT,Sentiment_Score_BERT,Keywords_TFIDF,Resume_Produit,Anomalie_Prix_ZScore,Anomalie_Prix_IQR,Type_Anomalie_Prix,Anomalie_ML,Anomalie_Score_ML,Anomalie_Score_Normalized,Incoherence_Spec_Prix,Severite_Incoherence,Produit_Suspect,Raisons_Suspicion,Indice_Confiance,Recommandation_Achat,Score_Fiabilite_Vendeur
Hp PC GAMER i5 6éme Gén - 16GB RAM - 256GB SSD / 500GB HDD - RADEON R5 430 2GB - remis à neuf,"1,649.00 Dhs","1,950.00 Dhs",15%,5 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/773376/1.jpg?4824,Jumia,2026-01-28 17:12:25,1649.0,1950.0,15.44,5.0,Hp,i5,16.0,16.0,256.0,SSD,Remis à neuf,100.0,Haut de gamme,,,,,,,256.0,500.0,False,756.0,,,,,False,AMD,,R5,,,,,,Négatif,0.2,"500gb, hdd, 16gb, 256gb ssd, 256gb",Hp | Processeur i5 | 16GB RAM | 756GB SSD | Remis à neuf | 1649 Dhs,False,False,Normal,True,-0.5414485643343833,0.5291395435837537,Cohérent,0,True,Anomalie ML,50.0,Non recommandé - Vérifier,3.0
"Caméra HD 1080p avec microphone intégré, pour ordinateur, appareil réseau, fonctionne avec trépied.",149.00 Dhs,400.00 Dhs,63%,4.7 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/741066/1.jpg?5183,Jumia,2026-01-28 17:12:33,149.0,400.0,62.75,4.7,Autre,Autre,,,,,Non spécifié,66.7,Entrée de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Positif,1.0,"avec, pour ordinateur, pour, ordinateur",Processeur Autre | 149 Dhs,False,False,Normal,False,-0.46667642051867453,0.7214828553807285,Cohérent,0,True,Prix extrême,60.0,Non recommandé - Vérifier,3.0
GAMER STORE coussin de refroidissement pour ordinateur portable gaming RGB S500,349.00 Dhs,549.00 Dhs,36%,4.3 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/249656/1.jpg?3066,Jumia,2026-01-28 17:12:33,349.0,549.0,36.43,4.3,Autre,Autre,,,,,Non spécifié,66.7,Entrée de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Positif,0.8,"pour ordinateur, pour, ordinateur portable, ordinateur, portable",Processeur Autre | 349 Dhs,False,False,Normal,False,-0.36275893576633533,0.9887994274472011,Cohérent,0,True,Prix extrême,60.0,Non recommandé - Vérifier,3.0
Led pocket video light rotatif mini selfie ring light ay 83 pour smartphone ordinateur etc,139.00 Dhs,189.00 Dhs,26%,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/206956/1.jpg?9587,Jumia,2026-01-28 17:12:34,139.0,189.0,26.46,,Autre,Autre,,,,,Non spécifié,50.0,Entrée de gamme,,,,,,,,,False,,,,,LED,False,,,,,,,,,Positif,1.0,"pour, ordinateur",Processeur Autre | 139 Dhs,False,False,Normal,False,-0.35885703274228653,0.9988366540352999,Cohérent,0,True,Prix extrême,55.0,Non recommandé - Vérifier,3.0
"DELL Pc OPTIPLEX 3040 CORE i5-6500 3,2Ghz 6éme Génération 8Go 256Go SSD - HDMI -Remis à neuf","1,990.00 Dhs",,,4 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/539656/1.jpg?0867,Jumia,2026-01-28 17:12:34,1990.0,,0.0,4.0,Dell,i5,2.0,,8.0,Inconnu,Remis à neuf,83.3,Entrée de gamme,Intel,i5,6500,,,,256.0,,False,256.0,,,,,False,,,,,,,,,Positif,1.0,"8go, dell pc, 256go ssd, 256go, dell",Dell | Processeur i5 | 256GB Inconnu | Remis à neuf | 1990 Dhs,False,False,Normal,False,-0.453291802875964,0.7559133471809958,Cohérent,0,False,OK,95.0,À considérer,5.0
Samsung RAM 16GB DDR4 PC4-21300 DDR4-2666 MHz Pour Ordinateur Portable Mémoire Vive RAM,520.00 Dhs,850.00 Dhs,39%,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/065936/1.jpg?7846,Jumia,2026-01-28 17:12:36,520.0,850.0,38.82,,Samsung,Autre,16.0,16.0,16.0,Inconnu,Non spécifié,83.3,Haut de gamme,,,,,DDR4,2666.0,,,False,,,,,,False,,,,,,,,,Positif,1.0,"ddr4, ram, pour ordinateur, 16gb, ordinateur portable",Samsung | Processeur Autre | 16GB RAM DDR4 | 520 Dhs,False,False,Normal,True,-0.5497294470492329,0.5078378619053172,Cohérent,0,True,Anomalie ML,45.0,Non recommandé - Vérifier,3.0
Table de Bureau Portable pour Ordinateur avec Porte-Boisson pour lit et Voyage,199.00 Dhs,230.00 Dhs,13%,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/71/215456/1.jpg?4383,Jumia,2026-01-28 17:12:36,199.0,230.0,13.48,,Autre,Autre,,,,,Non spécifié,50.0,Entrée de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Positif,0.8,"pour, table, avec, et, pour ordinateur",Processeur Autre | 199 Dhs,False,False,Normal,False,-0.3710048446590641,0.9675877121710855,Cohérent,0,True,Prix extrême,55.0,Non recommandé - Vérifier,3.0
Base de bureau pour ordinateur portable avec table pliable,849.00 Dhs,"1,000.00 Dhs",15%,5 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/991656/1.jpg?3604,Jumia,2026-01-28 17:12:36,849.0,1000.0,15.1,5.0,Autre,Autre,,,,,Non spécifié,66.7,Entrée de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Positif,0.8,"table, avec, pour ordinateur, ordinateur portable, pour",Processeur Autre | 849 Dhs,False,False,Normal,False,-0.38870887666160286,0.9220459906989705,Cohérent,0,False,OK,90.0,À considérer,5.0
Lenovo Ordinateur tout en un ThinkCentre Core i5 8eme Ram 8 Disque dur 256 go ssd Remis a Neuf,"2,989.00 Dhs","3,500.00 Dhs",15%,1 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/05/114276/1.jpg?8942,Jumia,2026-01-28 17:12:36,2989.0,3500.0,14.6,1.0,Lenovo,i5,256.0,,262144.0,Inconnu,Remis à neuf,83.3,Milieu de gamme,,,,,,,256.0,,False,256.0,,,,,False,,,,,,,,,Positif,1.0,"256, en, lenovo, ordinateur, core i5",Lenovo | Processeur i5 | 256GB Inconnu | Remis à neuf | 2989 Dhs,False,False,Normal,True,-0.7471479342879643,0.0,Cohérent,0,True,Anomalie ML,45.0,Non recommandé - Vérifier,3.0
"Remax Écouteurs sans fil 5.0 étanches IPX5 avec microphone ultra léger mains libres stéréo pour téléphones portables, ordinateurs, tablettes et sports (6 heures de lecture)",130.00 Dhs,199.00 Dhs,35%,5 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/102466/1.jpg?9952,Jumia,2026-01-28 17:12:45,130.0,199.0,34.67,5.0,Autre,Autre,,,,,Non spécifié,66.7,Entrée de gamme,,,,,,,,,False,,,,,,False,,,,,,,,6.0,Positif,1.0,"sans fil, fil, avec, sans, et",Processeur Autre | 130 Dhs,False,False,Normal,False,-0.37474329306433285,0.9579709550399299,Cohérent,0,True,Prix extrême,60.0,Non recommandé - Vérifier,3.0
Manette de jeu sans fil Bluetooth 4.0 GSH V8 pour PC Windows 7/8/10/Switch Tv Box/Ordinateur portable/Smartphones -couleur aléatoire,175.00 Dhs,299.00 Dhs,41%,5 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/100466/1.jpg?3778,Jumia,2026-01-28 17:12:45,175.0,299.0,41.47,5.0,Autre,Autre,0.0,,,,Non spécifié,66.7,Entrée de gamme,,,,,,,,,False,,,,,,False,,,,,4.0,,,,Neutre,0.6,"sans fil, fil, sans, windows, pour",Processeur Autre | 175 Dhs,False,False,Normal,False,-0.4219684084381734,0.8364894162280068,Cohérent,0,True,Prix extrême,60.0,Non recommandé - Vérifier,3.0
"Lunettes rondes Anti-lumière bleue pour femmes,Tendance oreilles de chat rose by For Ladys",79.00 Dhs,179.00 Dhs,56%,2 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/92/950806/1.jpg?5607,Jumia,2026-01-28 17:12:45,79.0,179.0,55.87,2.0,Autre,Autre,,,,,Non spécifié,66.7,Entrée de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Neutre,0.6,pour,Processeur Autre | 79 Dhs,False,False,Normal,True,-0.5337879317544413,0.5488456983854338,Cohérent,0,True,Anomalie ML + Prix extrême,40.0,Non recommandé - Vérifier,3.0
"Présentateur sans fil, pointeur de présentation, changeur de diapositives, télécommande, stylo, contrôleur PPT avec clip, 2,4 GHz, pour ordinateur portable et fenêtre",121.00 Dhs,295.00 Dhs,59%,4.5 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/308366/1.jpg?2699,Jumia,2026-01-28 17:12:46,121.0,295.0,58.98,4.5,Autre,Autre,4.0,,,,Non spécifié,66.7,Entrée de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Positif,1.0,"sans fil, fil, avec, sans, et",Processeur Autre | 121 Dhs,False,False,Normal,False,-0.44791299013484087,0.769749765442766,Cohérent,0,True,Prix extrême,60.0,Non recommandé - Vérifier,3.0
"Mini aspirateur de voiture automatique et souffleur d'air sans fil pour voiture, Aspirateur Trois En Un",114.00 Dhs,179.00 Dhs,36%,3.4 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/523246/1.jpg?8247,Jumia,2026-01-28 17:12:46,114.0,179.0,36.31,3.4,Autre,Autre,,,,,Non spécifié,66.7,Entrée de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Positif,1.0,"sans fil, fil, en, sans, et",Processeur Autre | 114 Dhs,False,False,Normal,False,-0.39980943492409704,0.8934909964184021,Cohérent,0,True,Prix extrême,60.0,Non recommandé - Vérifier,3.0
General Cadena Pc Portable - Antivol à code pour ordinateur portable,109.00 Dhs,,,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/289023/1.jpg?9305,Jumia,2026-01-28 17:12:46,109.0,,0.0,,Autre,Autre,,,,,Non spécifié,50.0,Entrée de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Positif,1.0,"pour ordinateur, pour, ordinateur portable, portable, ordinateur",Processeur Autre | 109 Dhs,False,False,Normal,False,-0.4069408441262038,0.8751462119343111,Cohérent,0,True,Prix extrême,55.0,Non recommandé - Vérifier,3.0
"Cable Imprimante USB 3.0 A-Mâle vers B-Mâle,Ordinateur, Serveur, Imprimante-Noir",100.00 Dhs,,,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/379835/1.jpg?7271,Jumia,2026-01-28 17:12:46,100.0,,0.0,,Autre,Autre,,,,,Non spécifié,50.0,Entrée de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Neutre,0.6,ordinateur,Processeur Autre | 100 Dhs,False,False,Normal,False,-0.4069408441262038,0.8751462119343111,Cohérent,0,True,Prix extrême,55.0,Non recommandé - Vérifier,3.0
"Ordinateur éducatif pour enfants – Tablette d’enseignement Français-Arabe, jeux de logique et de calcul",95.00 Dhs,150.00 Dhs,37%,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/476276/1.jpg?0833,Jumia,2026-01-28 17:12:47,95.0,150.0,36.67,,Autre,Autre,,,,,Non spécifié,50.0,Entrée de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Positif,0.8,"et, pour, ordinateur",Processeur Autre | 95 Dhs,False,False,Normal,False,-0.36117294402418615,0.99287922091841,Cohérent,0,True,Prix extrême,55.0,Non recommandé - Vérifier,3.0
"Imprimante thermique portable sans fil Bluetooth pour ordinateur portable Android et iOS, papier A4, imprimante photo de poche, imprimante de documents, 1000mAh",989.00 Dhs,"2,299.00 Dhs",57%,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/144856/1.jpg?9785,Jumia,2026-01-28 17:12:47,989.0,2299.0,56.98,,Autre,Autre,,,,,Non spécifié,50.0,Entrée de gamme,,,,,,,,,False,,,,,,False,,,,,,,1000.0,,Positif,1.0,"sans fil, fil, sans, et, pour ordinateur",Processeur Autre | 989 Dhs,False,False,Normal,False,-0.41301478764817945,0.8595216443739099,Cohérent,0,False,OK,85.0,À considérer,5.0
Lenovo PC PORTABLE THINKPAD L570P-I5-6TH GENERATION-8G-256Go SSD-AZERTY-REMIS A NEUF,"1,950.00 Dhs",,,,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/041476/1.jpg?2665,Jumia,2026-01-28 17:12:47,1950.0,,0.0,,Lenovo,i5,8.0,,256.0,Inconnu,Remis à neuf,66.7,Entrée de gamme,,,,,,,256.0,,False,256.0,,,,,False,,,,,,,,,Neutre,0.6,"256go ssd, 256go, azerty remis, portable thinkpad, lenovo pc",Lenovo | Processeur i5 | 256GB Inconnu | Remis à neuf | 1950 Dhs,False,False,Normal,False,-0.4056217537781181,0.8785394302260798,Cohérent,0,False,OK,90.0,À considérer,5.0
"Jedel Haut Parleur Gamer Baffes Haut Parleurs Gaming RGB, USB Pour PC portable Ordinateur",75.00 Dhs,120.00 Dhs,38%,5 out of 5,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/892266/1.jpg?3025,Jumia,2026-01-28 17:12:47,75.0,120.0,37.5,5.0,Autre,Autre,,,,,Non spécifié,66.7,Entrée de gamme,,,,,,,,,False,,,,,,False,,,,,,,,,Positif,0.8,"pour, ordinateur, pc portable, pc, portable",Processeur Autre | 75 Dhs,False,False,Normal,False,-0.38000606651239377,0.9444330354006035,Cohérent,0,True,Prix extrême,60.0,Non recommandé - Vérifier,3.0
